timestamp,speed,x,y,z
1749238919.722825,12.6279,180.985,74.011,975.991
1749238919.729827,12.7856,181.111,74.0108,975.992
1749238919.7364225,12.7856,181.111,74.0108,975.992
1749238919.743442,12.9434,181.239,74.0107,975.992
1749238919.749439,13.1012,181.368,74.0106,975.992
1749238919.756453,13.1012,181.368,74.0106,975.992
1749238919.7624679,13.259,181.499,74.0104,975.992
1749238919.76947,13.4168,181.632,74.0102,975.992
1749238919.7766128,13.4168,181.632,74.0102,975.992
1749238919.7826252,13.5747,181.766,74.0101,975.993
1749238919.789629,13.7326,181.902,74.0099,975.993
1749238919.7965384,13.7326,181.902,74.0099,975.993
1749238919.803051,13.8906,182.039,74.0097,975.993
1749238919.8095608,14.0486,182.178,74.0096,975.993
1749238919.8160682,14.0486,182.178,74.0096,975.993
1749238919.8225734,14.2066,182.318,74.0094,975.993
1749238919.8295941,14.3646,182.46,74.0093,975.993
1749238919.836101,14.3646,182.46,74.0093,975.993
1749238919.8426063,14.5227,182.604,74.0092,975.994
1749238919.8495004,14.6809,182.749,74.0091,975.994
1749238919.8560085,14.6809,182.749,74.0091,975.994
1749238919.862514,14.839,182.896,74.009,975.994
1749238919.8690248,14.9972,183.044,74.0089,975.994
1749238919.8767025,14.9972,183.044,74.0089,975.994
1749238919.883206,15.1554,183.194,74.0089,975.994
1749238919.8892179,15.3135,183.346,74.0088,975.995
1749238919.8967347,15.3135,183.346,74.0088,975.995
1749238919.9029217,15.4718,183.499,74.0088,975.995
1749238919.909465,15.63,183.653,74.0088,975.995
1749238919.9169836,15.63,183.653,74.0088,975.995
1749238919.9224768,15.7882,183.81,74.0088,975.995
1749238919.9295053,15.9464,183.968,74.0089,975.995
1749238919.9364576,15.9464,183.968,74.0089,975.995
1749238919.9429643,16.1046,184.127,74.0089,975.996
1749238919.9494715,16.2628,184.288,74.009,975.996
1749238919.9559789,16.2628,184.288,74.009,975.996
1749238919.9624834,16.4209,184.451,74.0091,975.996
1749238919.969484,16.5791,184.615,74.0092,975.996
1749238919.9762487,16.5791,184.615,74.0092,975.996
1749238919.9827588,16.7372,184.781,74.0093,975.997
1749238919.9897594,16.8953,184.948,74.0094,975.997
1749238919.9956977,16.8953,184.948,74.0094,975.997
1749238920.0027382,17.0534,185.117,74.0095,975.997
1749238920.0092425,17.2115,185.288,74.0096,975.997
1749238920.016046,17.2115,185.288,74.0096,975.997
1749238920.0242245,17.3695,185.46,74.0097,975.998
1749238920.0294812,17.5275,185.634,74.0098,975.998
1749238920.0364993,17.5275,185.634,74.0098,975.998
1749238920.0425122,17.6855,185.809,74.0099,975.998
1749238920.0495162,17.8434,185.986,74.0101,975.998
1749238920.0565286,17.8434,185.986,74.0101,975.998
1749238920.0625415,18.0014,186.165,74.0102,975.999
1749238920.0695436,18.1593,186.345,74.0103,975.999
1749238920.0762138,18.1593,186.345,74.0103,975.999
1749238920.0822287,18.3171,186.526,74.0104,975.999
1749238920.0892305,18.475,186.709,74.0104,975.999
1749238920.0962722,18.475,186.709,74.0104,975.999
1749238920.1022887,18.6328,186.894,74.0105,976.0
1749238920.1097984,18.7906,187.08,74.0106,976.0
1749238920.1164665,18.7906,187.08,74.0106,976.0
1749238920.1229749,18.9485,187.268,74.0106,976.0
1749238920.129476,19.1062,187.458,74.0106,976.0
1749238920.1359825,19.1062,187.458,74.0106,976.0
1749238920.1424882,19.264,187.649,74.0107,976.001
1749238920.1489952,19.4218,187.842,74.0107,976.001
1749238920.156178,19.4218,187.842,74.0107,976.001
1749238920.1626883,19.5796,188.036,74.0107,976.001
1749238920.1697042,19.7374,188.232,74.0106,976.001
1749238920.1762109,19.7374,188.232,74.0106,976.001
1749238920.1831975,19.8952,188.429,74.0106,976.002
1749238920.1893697,20.053,188.628,74.0106,976.002
1749238920.1958778,20.053,188.628,74.0106,976.002
1749238920.2032907,20.2108,188.828,74.0105,976.002
1749238920.2098737,20.3686,189.031,74.0105,976.002
1749238920.2160842,20.3686,189.031,74.0105,976.002
1749238920.2235677,20.5264,189.234,74.0104,976.003
1749238920.2300487,20.6842,189.439,74.0103,976.003
1749238920.2360728,20.6842,189.439,74.0103,976.003
1749238920.2425773,20.8421,189.646,74.0102,976.003
1749238920.2495878,21.0,189.855,74.0101,976.004
1749238920.2561154,21.0,189.855,74.0101,976.004
1749238920.2626243,21.1579,190.065,74.0101,976.004
1749238920.2691317,21.3158,190.276,74.01,976.004
1749238920.2756402,21.3158,190.276,74.01,976.004
1749238920.283162,21.4737,190.489,74.0099,976.005
1749238920.2891605,21.6317,190.704,74.0098,976.005
1749238920.295673,21.6317,190.704,74.0098,976.005
1749238920.3031824,21.7897,190.92,74.0097,976.005
1749238920.3096886,21.9477,191.138,74.0097,976.005
1749238920.3159888,21.9477,191.138,74.0097,976.005
1749238920.3224943,22.1057,191.358,74.0096,976.006
1749238920.3294964,22.2637,191.579,74.0095,976.006
1749238920.3361237,22.2637,191.579,74.0095,976.006
1749238920.3426335,22.4217,191.801,74.0095,976.006
1749238920.3496327,22.5798,192.025,74.0094,976.007
1749238920.355264,22.5798,192.025,74.0094,976.007
1749238920.3630111,22.7378,192.251,74.0094,976.007
1749238920.369012,22.8959,192.479,74.0094,976.007
1749238920.3760238,22.8959,192.479,74.0094,976.007
1749238920.3830388,23.054,192.708,74.0093,976.008
1749238920.3891711,23.2121,192.938,74.0093,976.008
1749238920.3956957,23.2121,192.938,74.0093,976.008
1749238920.4027228,23.3702,193.17,74.0093,976.008
1749238920.4092264,23.5283,193.404,74.0093,976.008
1749238920.4172442,23.5283,193.404,74.0093,976.008
1749238920.4222543,23.6863,193.639,74.0094,976.009
1749238920.4292562,23.8444,193.876,74.0094,976.009
1749238920.435789,23.8444,193.876,74.0094,976.009
1749238920.442293,24.0025,194.115,74.0094,976.009
1749238920.4492948,24.1606,194.355,74.0095,976.01
1749238920.4558008,24.1606,194.355,74.0095,976.01
1749238920.4630647,24.3186,194.596,74.0095,976.01
1749238920.469572,24.4767,194.839,74.0096,976.01
1749238920.4760783,24.4767,194.839,74.0096,976.01
1749238920.4825847,24.6347,195.084,74.0096,976.011
1749238920.4895997,24.7928,195.331,74.0097,976.011
1749238920.4971092,24.7928,195.331,74.0097,976.011
1749238920.5032978,24.9508,195.578,74.0097,976.011
1749238920.509863,25.1088,195.828,74.0098,976.012
1749238920.516066,25.1088,195.828,74.0098,976.012
1749238920.5232165,25.2667,196.079,74.0098,976.012
1749238920.5298944,25.4247,196.332,74.0099,976.013
1749238920.5364096,25.4247,196.332,74.0099,976.013
1749238920.5434027,25.5827,196.586,74.01,976.013
1749238920.5494258,25.7406,196.842,74.01,976.013
1749238920.5559447,25.7406,196.842,74.01,976.013
1749238920.5632622,25.8986,197.099,74.0101,976.014
1749238920.569875,26.0565,197.358,74.0101,976.014
1749238920.5768855,26.0565,197.358,74.0101,976.014
1749238920.5829985,26.2144,197.619,74.0102,976.014
1749238920.5904582,26.3723,197.881,74.0102,976.015
1749238920.5959926,26.3723,197.881,74.0102,976.015
1749238920.602503,26.5302,198.145,74.0102,976.015
1749238920.610021,26.688,198.41,74.0103,976.015
1749238920.6167216,26.688,198.41,74.0103,976.015
1749238920.6232412,26.8459,198.677,74.0103,976.016
1749238920.6292405,27.0038,198.945,74.0103,976.016
1749238920.6362667,27.0038,198.945,74.0103,976.016
1749238920.6428463,27.1617,199.215,74.0103,976.017
1749238920.649846,27.3195,199.487,74.0103,976.017
1749238920.6559641,27.3195,199.487,74.0103,976.017
1749238920.6624718,27.4774,199.76,74.0103,976.017
1749238920.669474,27.6353,200.035,74.0103,976.018
1749238920.6764884,27.6353,200.035,74.0103,976.018
1749238920.6830373,27.7931,200.311,74.0102,976.018
1749238920.689539,27.951,200.589,74.0102,976.018
1749238920.6965737,27.951,200.589,74.0102,976.018
1749238920.7025847,28.1089,200.869,74.0102,976.019
1749238920.710098,28.2168,201.15,74.0101,976.019
1749238920.7166553,28.2168,201.15,74.0101,976.019
1749238920.7235854,28.3247,201.432,74.0101,976.019
1749238920.7295823,28.3226,201.715,74.01,976.02
1749238920.736598,28.3226,201.715,74.01,976.02
1749238920.7431338,28.3205,201.998,74.01,976.02
1749238920.7491317,28.3185,202.282,74.0098,976.021
1749238920.755944,28.3185,202.282,74.0098,976.021
1749238920.7631834,28.3165,202.565,74.0096,976.021
1749238920.7691827,28.3145,202.848,74.0093,976.021
1749238920.7756898,28.3145,202.848,74.0093,976.021
1749238920.7821946,28.3126,203.131,74.009,976.022
1749238920.7892094,28.3108,203.414,74.0087,976.022
1749238920.796277,28.3108,203.414,74.0087,976.022
1749238920.802785,28.3091,203.697,74.0084,976.022
1749238920.8089602,28.3075,203.98,74.0081,976.023
1749238920.8164713,28.3075,203.98,74.0081,976.023
1749238920.822977,28.306,204.262,74.0079,976.023
1749238920.828998,28.3046,204.545,74.0076,976.023
1749238920.836509,28.3046,204.545,74.0076,976.023
1749238920.8425252,28.3034,204.828,74.0074,976.024
1749238920.8495452,28.3023,205.111,74.0072,976.024
1749238920.8560548,28.3023,205.111,74.0072,976.024
1749238920.863092,28.3013,205.394,74.0071,976.025
1749238920.8691006,28.3005,205.677,74.007,976.025
1749238920.8766003,28.3005,205.677,74.007,976.025
1749238920.8830233,28.2998,205.96,74.0071,976.025
1749238920.8899632,28.2992,206.242,74.0072,976.026
1749238920.8964782,28.2992,206.242,74.0072,976.026
1749238920.902986,28.2987,206.525,74.0075,976.026
1749238920.9090018,28.2984,206.808,74.0078,976.026
1749238920.9161208,28.2984,206.808,74.0078,976.026
1749238920.9226253,28.2981,207.091,74.0082,976.027
1749238920.929628,28.298,207.374,74.0087,976.027
1749238920.935839,28.298,207.374,74.0087,976.027
1749238920.942344,28.2979,207.657,74.0092,976.028
1749238920.9495616,28.2979,207.939,74.0097,976.028
1749238920.955575,28.2979,207.939,74.0097,976.028
1749238920.9630835,28.298,208.222,74.0103,976.028
1749238920.9690812,28.2983,208.505,74.011,976.029
1749238920.9756963,28.2983,208.505,74.011,976.029
1749238920.9828274,28.2986,208.788,74.0116,976.029
1749238920.9898286,28.299,209.071,74.0123,976.029
1749238920.9961753,28.299,209.071,74.0123,976.029
1749238921.0031934,28.2994,209.354,74.013,976.03
1749238921.0096252,28.3,209.637,74.0136,976.03
1749238921.0162044,28.3,209.637,74.0136,976.03
1749238921.0227916,28.4106,209.919,74.0143,976.03
1749238921.029792,28.5213,210.203,74.0149,976.031
1749238921.0363288,28.5213,210.203,74.0149,976.031
1749238921.043343,28.632,210.489,74.0155,976.031
1749238921.0498512,28.7428,210.775,74.016,976.032
1749238921.057739,28.7428,210.775,74.016,976.032
1749238921.062751,28.8535,211.062,74.0165,976.032
1749238921.0697503,28.9642,211.351,74.0169,976.032
1749238921.0767658,28.9642,211.351,74.0169,976.032
1749238921.0822692,29.0749,211.641,74.0173,976.033
1749238921.0892713,29.1854,211.932,74.0175,976.033
1749238921.096288,29.1854,211.932,74.0175,976.033
1749238921.1027977,29.2959,212.224,74.0177,976.034
1749238921.109334,29.4062,212.517,74.0178,976.034
1749238921.1158442,29.4062,212.517,74.0178,976.034
1749238921.1223497,29.5164,212.811,74.0179,976.034
1749238921.1293619,29.6264,213.107,74.0178,976.035
1749238921.1358728,29.6264,213.107,74.0178,976.035
1749238921.1431384,29.7362,213.403,74.0177,976.035
1749238921.1491554,29.8459,213.701,74.0175,976.036
1749238921.1556618,29.8459,213.701,74.0175,976.036
1749238921.162709,29.9554,214.0,74.0173,976.036
1749238921.1697264,30.0646,214.3,74.0171,976.037
1749238921.1759043,30.0646,214.3,74.0171,976.037
1749238921.1823204,30.1736,214.601,74.017,976.037
1749238921.1890326,30.2825,214.903,74.017,976.037
1749238921.1963103,30.2825,214.903,74.017,976.037
1749238921.2029238,30.3912,215.206,74.017,976.038
1749238921.2099397,30.4998,215.511,74.0171,976.038
1749238921.2160885,30.4998,215.511,74.0171,976.038
1749238921.2223754,30.6083,215.816,74.0173,976.038
1749238921.2291026,30.7167,216.123,74.0176,976.039
1749238921.2361429,30.7167,216.123,74.0176,976.039
1749238921.2426493,30.825,216.43,74.0179,976.039
1749238921.249151,30.9332,216.739,74.0182,976.039
1749238921.2561672,30.9332,216.739,74.0182,976.039
1749238921.262675,31.0413,217.048,74.0184,976.04
1749238921.2696784,31.1495,217.359,74.0187,976.04
1749238921.2756946,31.1495,217.359,74.0187,976.04
1749238921.2832031,31.2576,217.671,74.019,976.041
1749238921.289202,31.3657,217.984,74.0192,976.041
1749238921.2961693,31.3657,217.984,74.0192,976.041
1749238921.3027937,31.4739,218.298,74.0195,976.042
1749238921.3093047,31.5821,218.613,74.0197,976.042
1749238921.315319,31.5821,218.613,74.0197,976.042
1749238921.322331,31.6904,218.929,74.0199,976.043
1749238921.3293335,31.7987,219.246,74.0201,976.043
1749238921.336355,31.7987,219.246,74.0201,976.043
1749238921.342368,31.9071,219.564,74.0203,976.044
1749238921.349875,32.0156,219.883,74.0204,976.044
1749238921.3558939,32.0156,219.883,74.0204,976.044
1749238921.3624542,32.1242,220.203,74.0205,976.045
1749238921.3694565,32.2328,220.525,74.0206,976.045
1749238921.3764713,32.2328,220.525,74.0206,976.045
1749238921.3824806,32.3416,220.847,74.0206,976.046
1749238921.3894825,32.4505,221.171,74.0206,976.046
1749238921.3965015,32.4505,221.171,74.0206,976.046
1749238921.4030092,32.5595,221.495,74.0206,976.047
1749238921.4095137,32.6687,221.821,74.0206,976.047
1749238921.4160216,32.6687,221.821,74.0206,976.047
1749238921.4231746,32.7779,222.148,74.0205,976.048
1749238921.429683,32.8872,222.476,74.0203,976.048
1749238921.4357147,32.8872,222.476,74.0203,976.048
1749238921.4430118,32.9966,222.805,74.0202,976.049
1749238921.449025,33.1062,223.135,74.02,976.049
1749238921.4565392,33.1062,223.135,74.02,976.049
1749238921.463055,33.2157,223.466,74.0199,976.05
1749238921.469062,33.3254,223.798,74.0197,976.05
1749238921.4761698,33.3254,223.798,74.0197,976.05
1749238921.4824727,33.4351,224.132,74.0194,976.051
1749238921.4896894,33.5448,224.466,74.0192,976.051
1749238921.4958677,33.5448,224.466,74.0192,976.051
1749238921.502372,33.6546,224.802,74.019,976.052
1749238921.509544,33.7644,225.139,74.0187,976.052
1749238921.5160527,33.7644,225.139,74.0187,976.052
1749238921.5231984,33.8742,225.477,74.0185,976.052
1749238921.52921,33.984,225.816,74.0183,976.053
1749238921.5357468,33.984,225.816,74.0183,976.053
1749238921.5423517,34.0938,226.156,74.0181,976.053
1749238921.5496182,34.2036,226.497,74.0178,976.054
1749238921.5562692,34.2036,226.497,74.0178,976.054
1749238921.562776,34.3134,226.84,74.0177,976.054
1749238921.5697773,34.423,227.183,74.0175,976.055
1749238921.5768092,34.423,227.183,74.0175,976.055
1749238921.5823116,34.5327,227.528,74.0173,976.055
1749238921.5893135,34.6423,227.873,74.0172,976.056
1749238921.5957952,34.6423,227.873,74.0172,976.056
1749238921.6023002,34.7518,228.22,74.0171,976.056
1749238921.6093137,34.8612,228.568,74.017,976.057
1749238921.6164618,34.8612,228.568,74.017,976.057
1749238921.6229665,34.9706,228.917,74.017,976.057
1749238921.6289659,35.0799,229.267,74.0169,976.058
1749238921.6351132,35.0799,229.267,74.0169,976.058
1749238921.6431289,35.1891,229.618,74.0169,976.058
1749238921.649127,35.2983,229.971,74.0169,976.059
1749238921.6556592,35.2983,229.971,74.0169,976.059
1749238921.663099,35.4074,230.324,74.017,976.059
1749238921.6690972,35.5164,230.678,74.0171,976.06
1749238921.6757994,35.5164,230.678,74.0171,976.06
1749238921.6828241,35.6254,231.034,74.0172,976.06
1749238921.689825,35.7342,231.391,74.0173,976.061
1749238921.6965106,35.7342,231.391,74.0173,976.061
1749238921.7030177,35.8431,231.748,74.0174,976.061
1749238921.7095826,35.9519,232.107,74.0175,976.062
1749238921.7164476,35.9519,232.107,74.0175,976.062
1749238921.7229526,36.0607,232.467,74.0177,976.062
1749238921.7299526,36.1694,232.828,74.0179,976.063
1749238921.7360823,36.1694,232.828,74.0179,976.063
1749238921.7432554,36.2781,233.19,74.0181,976.063
1749238921.7497685,36.3868,233.553,74.0183,976.064
1749238921.7565272,36.3868,233.553,74.0183,976.064
1749238921.7630394,36.4955,233.917,74.0184,976.064
1749238921.7700562,36.6042,234.282,74.0186,976.065
1749238921.7765691,36.6042,234.282,74.0186,976.065
1749238921.7830782,36.7129,234.648,74.0188,976.065
1749238921.7891243,36.8217,235.016,74.019,976.066
1749238921.7956312,36.8217,235.016,74.019,976.066
1749238921.802734,36.9304,235.384,74.0191,976.066
1749238921.8097832,37.0392,235.754,74.0193,976.067
1749238921.8172925,37.0392,235.754,74.0193,976.067
1749238921.8227997,37.148,236.124,74.0194,976.067
1749238921.829456,37.2569,236.496,74.0195,976.068
1749238921.8359637,37.2569,236.496,74.0195,976.068
1749238921.8432016,37.3658,236.869,74.0196,976.068
1749238921.8497257,37.4747,237.243,74.0197,976.069
1749238921.8557343,37.4747,237.243,74.0197,976.069
1749238921.86302,37.5837,237.618,74.0198,976.069
1749238921.8695295,37.6927,237.994,74.0198,976.07
1749238921.876039,37.6927,237.994,74.0198,976.07
1749238921.8825414,37.8018,238.371,74.0199,976.07
1749238921.8895445,37.9109,238.749,74.0199,976.071
1749238921.8958526,37.9109,238.749,74.0199,976.071
1749238921.9033613,38.0201,239.128,74.0198,976.071
1749238921.9108794,38.1293,239.509,74.0198,976.072
1749238921.9156468,38.1293,239.509,74.0198,976.072
1749238921.9231544,38.2386,239.89,74.0197,976.072
1749238921.9291515,38.3479,240.273,74.0197,976.073
1749238921.935673,38.3479,240.273,74.0197,976.073
1749238921.9431813,38.4572,240.657,74.0196,976.073
1749238921.9491804,38.5665,241.041,74.0195,976.073
1749238921.955193,38.5665,241.041,74.0195,976.073
1749238921.9627244,38.6759,241.427,74.0193,976.074
1749238921.9697244,38.7853,241.814,74.0192,976.074
1749238921.9763143,38.7853,241.814,74.0192,976.074
1749238921.9823291,38.8947,242.202,74.0191,976.075
1749238921.9893272,39.0042,242.592,74.0189,976.075
1749238921.9963484,39.0042,242.592,74.0189,976.075
1749238922.0023599,39.1136,242.982,74.0188,976.076
1749238922.0098705,39.223,243.373,74.0187,976.076
1749238922.0164227,39.223,243.373,74.0187,976.076
1749238922.023071,39.3324,243.766,74.0185,976.077
1749238922.0290697,39.4418,244.16,74.0184,976.077
1749238922.0356839,39.4418,244.16,74.0184,976.077
1749238922.0429847,39.5512,244.554,74.0182,976.078
1749238922.0489826,39.6606,244.95,74.0181,976.078
1749238922.0562549,39.6606,244.95,74.0181,976.078
1749238922.0627706,39.77,245.347,74.018,976.079
1749238922.069278,39.8793,245.745,74.0179,976.079
1749238922.0757892,39.8793,245.745,74.0179,976.079
1749238922.0826497,39.9886,246.144,74.0178,976.08
1749238922.0896637,40.0979,246.544,74.0177,976.081
1749238922.0961726,40.0979,246.544,74.0177,976.081
1749238922.102681,40.2071,246.946,74.0177,976.081
1749238922.1097238,40.3163,247.348,74.0176,976.082
1749238922.1157377,40.3163,247.348,74.0176,976.082
1749238922.1232486,40.4255,247.751,74.0176,976.082
1749238922.1292632,40.5347,248.156,74.0176,976.083
1749238922.1357696,40.5347,248.156,74.0176,976.083
1749238922.1428094,40.6438,248.562,74.0176,976.084
1749238922.1498218,40.7529,248.968,74.0176,976.084
1749238922.1558914,40.7529,248.968,74.0176,976.084
1749238922.162895,40.8619,249.376,74.0176,976.085
1749238922.1694138,40.971,249.785,74.0177,976.085
1749238922.1759892,40.971,249.785,74.0177,976.085
1749238922.1824932,41.08,250.195,74.0177,976.086
1749238922.1889997,41.189,250.606,74.0178,976.087
1749238922.1960583,41.189,250.606,74.0178,976.087
1749238922.2025635,41.298,251.018,74.0179,976.087
1749238922.2100692,41.4069,251.432,74.018,976.088
1749238922.216085,41.4069,251.432,74.018,976.088
1749238922.2235944,41.5159,251.846,74.0181,976.088
1749238922.229593,41.6249,252.262,74.0182,976.089
1749238922.2358398,41.6249,252.262,74.0182,976.089
1749238922.243062,41.7338,252.678,74.0183,976.09
1749238922.2490604,41.8428,253.096,74.0184,976.09
1749238922.2558556,41.8428,253.096,74.0184,976.09
1749238922.262363,41.9517,253.514,74.0185,976.091
1749238922.269507,42.0607,253.934,74.0186,976.091
1749238922.2765267,42.0607,253.934,74.0186,976.091
1749238922.2830575,42.1696,254.355,74.0188,976.092
1749238922.289056,42.2786,254.777,74.0189,976.093
1749238922.295912,42.2786,254.777,74.0189,976.093
1749238922.302929,42.3876,255.2,74.019,976.093
1749238922.3094358,42.4966,255.624,74.019,976.094
1749238922.3159645,42.4966,255.624,74.019,976.094
1749238922.3230145,42.6057,256.049,74.0191,976.095
1749238922.3290136,42.7147,256.476,74.0192,976.095
1749238922.335694,42.7147,256.476,74.0192,976.095
1749238922.3431697,42.8238,256.903,74.0192,976.096
1749238922.3491707,42.9329,257.332,74.0193,976.096
1749238922.3561864,42.9329,257.332,74.0193,976.096
1749238922.3626933,43.042,257.761,74.0193,976.097
1749238922.3692005,43.1511,258.192,74.0193,976.098
1749238922.3767104,43.1511,258.192,74.0193,976.098
1749238922.382751,43.2603,258.624,74.0193,976.098
1749238922.3892584,43.3694,259.057,74.0193,976.099
1749238922.3957667,43.3694,259.057,74.0193,976.099
1749238922.402778,43.4786,259.491,74.0193,976.099
1749238922.4092934,43.5878,259.926,74.0192,976.1
1749238922.415805,43.5878,259.926,74.0192,976.1
1749238922.4224567,43.6971,260.362,74.0192,976.101
1749238922.429017,43.8063,260.799,74.0192,976.101
1749238922.4361868,43.8063,260.799,74.0192,976.101
1749238922.442697,43.9155,261.237,74.0191,976.102
1749238922.4496546,44.0248,261.677,74.019,976.102
1749238922.4561622,44.0248,261.677,74.019,976.102
1749238922.4626725,44.134,262.117,74.019,976.103
1749238922.469848,44.2433,262.559,74.0189,976.104
1749238922.4760022,44.2433,262.559,74.0189,976.104
1749238922.4830232,44.3526,263.002,74.0188,976.104
1749238922.4891958,44.4618,263.445,74.0187,976.105
1749238922.495922,44.4618,263.445,74.0187,976.105
1749238922.502978,44.5711,263.89,74.0187,976.106
1749238922.5095396,44.6803,264.336,74.0186,976.106
1749238922.5160477,44.6803,264.336,74.0186,976.106
1749238922.5230649,44.7896,264.783,74.0185,976.107
1749238922.5290635,44.8988,265.231,74.0184,976.107
1749238922.5367837,44.8988,265.231,74.0184,976.107
1749238922.5432885,45.0081,265.681,74.0184,976.108
1749238922.5492873,45.0073,266.131,74.0183,976.109
1749238922.555726,45.0073,266.131,74.0183,976.109
1749238922.5632343,45.0065,266.581,74.0182,976.109
1749238922.569232,45.0057,267.031,74.0182,976.11
1749238922.5755365,45.0057,267.031,74.0182,976.11
1749238922.5828028,45.0049,267.481,74.0182,976.11
1749238922.5898032,45.0042,267.931,74.0182,976.111
1749238922.5958178,45.0042,267.931,74.0182,976.111
1749238922.6028376,45.0035,268.381,74.0182,976.112
1749238922.609345,45.0028,268.831,74.0182,976.112
1749238922.6163652,45.0028,268.831,74.0182,976.112
1749238922.6228836,45.0022,269.281,74.0183,976.113
1749238922.6298876,45.0017,269.731,74.0183,976.113
1749238922.6364632,45.0017,269.731,74.0183,976.113
1749238922.6432106,45.0013,270.181,74.0184,976.114
1749238922.6492095,45.0009,270.63,74.0185,976.115
1749238922.656224,45.0009,270.63,74.0185,976.115
1749238922.6642146,45.0006,271.08,74.0186,976.115
1749238922.6692119,45.0004,271.53,74.0187,976.116
1749238922.6762266,45.0004,271.53,74.0187,976.116
1749238922.6827343,45.0003,271.98,74.0188,976.117
1749238922.689733,45.0003,272.43,74.0189,976.117
1749238922.6958945,45.0003,272.43,74.0189,976.117
1749238922.7030203,45.0003,272.88,74.019,976.118
1749238922.7090337,45.0004,273.33,74.0191,976.118
1749238922.7163632,45.0004,273.33,74.0191,976.118
1749238922.7233737,45.0006,273.78,74.0192,976.119
1749238922.7298794,45.0009,274.23,74.0193,976.12
1749238922.736389,45.0009,274.23,74.0193,976.12
1749238922.742896,45.1113,274.68,74.0194,976.12
1749238922.7489195,45.2216,275.131,74.0195,976.121
1749238922.7560606,45.2216,275.131,74.0195,976.121
1749238922.7625692,45.3321,275.584,74.0195,976.121
1749238922.7691786,45.4425,276.037,74.0196,976.122
1749238922.7758427,45.4425,276.037,74.0196,976.122
1749238922.7829132,45.5529,276.492,74.0196,976.123
1749238922.7895288,45.6633,276.948,74.0196,976.123
1749238922.7960372,45.6633,276.948,74.0196,976.123
1749238922.8031182,45.7736,277.405,74.0195,976.124
1749238922.8097467,45.8838,277.863,74.0195,976.124
1749238922.8157847,45.8838,277.863,74.0195,976.124
1749238922.8218584,45.994,278.322,74.0194,976.125
1749238922.8288743,46.104,278.783,74.0193,976.126
1749238922.8358955,46.104,278.783,74.0193,976.126
1749238922.8424003,46.214,279.244,74.0192,976.126
1749238922.849403,46.3238,279.707,74.0191,976.127
