prevtime,prevspeed,prevx,prevy,prevz,prevcp,currtime,currspeed,curx,cury,curz,curcp,move,turn,angle,dist,reward
13553475,76.7481,446.287,90.0392,513.698,3.0,13553491,76.8145,446.074,90.0405,512.96,3.0,0,2,-0.8990243458221183,2.0762461380763,77.99172179225418
13553991,80.2622,437.684,90.0285,474.62,3.0,13554008,80.3941,437.366,90.0284,473.045,3.0,0,0,-1.293110833718,3.8553922805268144,82.9563814468088
13554491,83.3538,424.458,90.0463,436.12,3.0,13554524,83.5901,422.747,90.0421,433.254,3.0,0,2,-0.9046452344241223,9.029064394584196,91.71451916016008
13555008,86.6426,396.432,90.0432,402.164,3.0,13555024,86.7626,395.118,90.046,401.033,3.0,0,0,-0.4993160208089549,5.042613094668198,91.30589707385924
13555524,89.7524,356.507,90.0433,380.401,3.0,13555541,89.8172,355.646,90.0427,380.145,3.0,0,1,-0.3020102462556862,2.664585134415411,92.17977488815973
13556041,78.3415,315.525,90.0502,365.631,3.0,13556058,77.7686,314.171,90.0476,364.852,3.0,0,1,-0.5335705265225608,4.540523436373462,81.7755529098509
13556558,44.7118,287.355,90.0293,356.303,4.0,13556574,43.9973,286.467,90.0307,356.291,4.0,0,1,-0.6008008294858449,2.5480244864930057,45.94452365700717
13557074,27.7799,268.708,90.0231,356.296,4.0,13557091,27.5618,268.431,90.024,356.298,4.0,0,1,-1.2001272663555804,0.6880781815113117,27.049750915155734
13557591,19.6277,256.272,90.0129,356.338,4.0,13557608,19.238,255.882,90.0099,356.342,4.0,0,1,-2.9601838617188747,0.13042231781451008,16.408238456095635
13558108,12.6781,248.302,90.0091,356.287,5.0,13558124,12.5823,248.05,90.0085,356.281,5.0,2,2,-0.0,0.0,12.5823
13558624,10.3778,242.31,90.0147,356.248,5.0,13558641,10.3366,242.206,90.0144,356.248,5.0,2,2,-0.0,0.0,10.3366
13559141,8.51733,237.536,90.0285,356.243,5.0,13559158,8.46846,237.367,90.0269,356.243,5.0,2,2,-0.0,0.0,8.46846
13559658,7.5916,233.484,89.6402,356.207,5.0,13559674,7.66633,233.353,89.5946,356.201,5.0,2,2,-0.0,0.0,7.66633
13560174,9.60611,229.864,88.1306,356.42,5.0,13560191,9.64573,229.795,88.0733,356.434,5.0,2,2,-0.0,0.0,4.64573
13560674,13.1301,226.709,83.1037,356.855,5.0,13560674,13.1301,226.709,83.1037,356.855,5.0,2,2,0.0,0.0,8.1301
13560674,13.1301,226.709,83.1037,356.855,5.0,13560674,13.1301,226.709,83.1037,356.855,5.0,2,2,0.0,0.0,8.1301
13560674,13.1301,226.709,83.1037,356.855,5.0,13560674,13.1301,226.709,83.1037,356.855,5.0,2,2,0.0,0.0,8.1301
